"","MD_ULRG_01_A","MD_ULRG_02_A","MD_ULRG_03_A","MD_ULRG_04_A","MD_ULRG_05_A","MD_ULRG_06_A","MD_ULRG_07_A","MD_ULRG_08_A","MD_ULRG_09_A","MD_ULRG_10_A","MD_ULRG_11_A","MD_ULRG_12_A","MD_ULRG_13_A","MD_ULRG_14_A","MD_ULRG_01_B","MD_ULRG_02_B","MD_ULRG_03_B","MD_ULRG_04_B","MD_ULRG_05_B","MD_ULRG_06_B","MD_ULRG_07_B","MD_ULRG_08_B","MD_ULRG_09_B","MD_ULRG_10_B","MD_ULRG_11_B","MD_ULRG_12_B","MD_ULRG_13_B","MD_ULRG_14_B"
"464",NA,NA,NA,NA,4925,NA,20301,NA,5740,10278,3231,18891,27897,6016,NA,5313,NA,NA,2988,NA,2787,20216,8819,3648,15203,15745,12638,14797
"465",NA,NA,NA,NA,12856,NA,7083,NA,16396,7392,35651,7280,20532,6438,NA,7785,NA,NA,15485,NA,7896,7313,4149,8342,8983,22002,19042,23097
"466",NA,NA,NA,NA,28674,NA,9540,NA,9861,13544,11924,6963,5596,17232,NA,8811,NA,NA,3182,NA,13946,72679,7581,3007,5451,9754,12800,39545
"467",NA,NA,NA,NA,5291,NA,3438,NA,7852,6742,5483,14060,15831,18245,NA,2907,NA,NA,25015,NA,69585,2909,12279,3722,8571,5672,2976,5004
"468",NA,NA,NA,NA,9290,NA,6018,NA,10215,9941,5922,14332,23760,19233,NA,3427,NA,NA,16096,NA,10434,9753,12726,10574,54268,4766,1e+05,9336
"469",NA,NA,NA,NA,3224,NA,30607,NA,18272,16286,15402,33076,6950,17431,NA,4757,NA,NA,10609,NA,3829,5887,6977,3697,2516,13365,2068,19117
"470",NA,NA,NA,NA,8362,NA,4133,NA,3425,7153,30788,5122,5881,13087,NA,14536,NA,NA,10091,NA,6840,22559,18121,49471,5705,13905,2021,11877
"471",NA,NA,NA,NA,8188,NA,12437,NA,7562,4417,4650,19814,4576,8393,NA,7517,NA,NA,8550,NA,8364,3526,11519,13855,3621,16607,4000,36468
"472",NA,NA,NA,NA,6578,NA,5317,NA,27957,6341,17948,5726,15625,4486,NA,10086,NA,NA,21174,NA,35454,26767,7787,11410,15051,19091,4236,27599
"473",NA,NA,NA,NA,7095,NA,19599,NA,30797,10036,28084,7978,1e+05,13587,NA,6762,NA,NA,2673,NA,14740,5982,3229,NA,6999,10342,3931,26383
"474",NA,NA,NA,NA,3524,NA,46389,NA,16501,3624,13884,6725,4815,4654,NA,NA,NA,NA,8018,NA,13748,10997,5892,NA,2421,5121,30396,5163
"475",NA,NA,NA,NA,16142,NA,6787,NA,14922,7047,4202,26392,5885,8998,NA,NA,NA,NA,14322,NA,11214,16568,3268,NA,10265,7101,25565,24677
"476",NA,NA,NA,NA,3731,NA,2474,NA,3392,5965,3049,3441,3226,8177,NA,NA,NA,NA,13880,NA,NA,10450,5226,NA,15069,18929,11178,27141
"477",NA,NA,NA,NA,6327,NA,12237,NA,2749,5198,11379,7899,18211,3885,NA,NA,NA,NA,8979,NA,NA,12166,5073,NA,44342,3427,21540,17255
"478",NA,NA,NA,NA,15827,NA,19469,NA,2942,1e+05,36735,9432,16760,18194,NA,NA,NA,NA,5408,NA,NA,3222,4070,NA,19001,5714,4335,44809
"479",NA,NA,NA,NA,2475,NA,11829,NA,13216,7375,12092,1e+05,6515,12364,NA,NA,NA,NA,17295,NA,NA,12013,17458,NA,4273,14830,5379,4625
"480",NA,NA,NA,NA,5759,NA,6811,NA,6140,15322,7360,9297,2893,15403,NA,NA,NA,NA,3730,NA,NA,7376,5854,NA,53247,8675,3583,4060
"481",NA,NA,NA,NA,9075,NA,7594,NA,9548,17979,10429,12671,8136,18530,NA,NA,NA,NA,14751,NA,NA,15231,9346,NA,3582,13710,16016,5287
"482",NA,NA,NA,NA,6985,NA,8310,NA,20348,10804,7848,9783,2532,8077,NA,NA,NA,NA,2417,NA,NA,28464,7148,NA,4321,10460,10918,8557
"483",NA,NA,NA,NA,8098,NA,26394,NA,8761,4451,2814,11038,4344,34242,NA,NA,NA,NA,8809,NA,NA,2648,1e+05,NA,16914,2452,12111,8138
"484",NA,NA,NA,NA,3533,NA,20227,NA,10795,3404,5195,3092,7016,5585,NA,NA,NA,NA,9742,NA,NA,10449,6082,NA,2428,11821,2675,5542
"485",NA,NA,NA,NA,3935,NA,11713,NA,12630,12158,4671,22746,9219,20377,NA,NA,NA,NA,2420,NA,NA,2848,9402,NA,84571,2916,3035,6954
"486",NA,NA,NA,NA,2757,NA,34534,NA,14677,10498,12062,26819,14580,25024,NA,NA,NA,NA,3197,NA,NA,9047,28878,NA,25118,3637,4678,7610
"487",NA,NA,NA,NA,4427,NA,6599,NA,8589,2869,6020,5381,5375,14423,NA,NA,NA,NA,4058,NA,NA,5962,7093,NA,4679,3295,5927,4910
"488",NA,NA,NA,NA,2594,NA,4740,NA,9062,5789,9486,6124,15245,17199,NA,NA,NA,NA,14427,NA,NA,22632,7405,NA,6437,10688,6108,28921
"489",NA,NA,NA,NA,NA,NA,20468,NA,7191,5941,10039,10484,6810,15913,NA,NA,NA,NA,10002,NA,NA,20034,8412,NA,4148,4326,7499,19575
"490",NA,NA,NA,NA,NA,NA,2975,NA,4066,6641,9069,15247,13584,7034,NA,NA,NA,NA,21388,NA,NA,17673,11602,NA,9188,30544,1e+05,11884
"491",NA,NA,NA,NA,NA,NA,10532,NA,17168,8045,4587,6166,19557,8180,NA,NA,NA,NA,6510,NA,NA,6328,4005,NA,14288,15749,20161,11996
"492",NA,NA,NA,NA,NA,NA,8752,NA,16217,6301,3553,11444,9855,5696,NA,NA,NA,NA,29852,NA,NA,2650,68884,NA,8382,6599,2072,8125
"493",NA,NA,NA,NA,NA,NA,17580,NA,2861,10906,16155,3074,9940,3745,NA,NA,NA,NA,4938,NA,NA,4943,5057,NA,8276,14745,4325,4002
"494",NA,NA,NA,NA,NA,NA,2961,NA,4932,40031,30536,10671,8631,6207,NA,NA,NA,NA,3122,NA,NA,9077,3212,NA,12399,16926,1e+05,12006
"495",NA,NA,NA,NA,NA,NA,3971,NA,24473,4153,6568,3774,4421,21707,NA,NA,NA,NA,8027,NA,NA,2484,11834,NA,41502,6599,3461,7771
"496",NA,NA,NA,NA,NA,NA,9288,NA,7135,5318,16566,20402,19950,23362,NA,NA,NA,NA,6250,NA,NA,3541,4453,NA,19363,13511,2078,20739
"497",NA,NA,NA,NA,NA,NA,8671,NA,10511,30566,18150,6500,12554,13006,NA,NA,NA,NA,3854,NA,NA,22361,6026,NA,47836,9565,1e+05,16314
"498",NA,NA,NA,NA,NA,NA,3181,NA,3228,2790,8593,25871,6204,10757,NA,NA,NA,NA,10450,NA,NA,14303,11057,NA,6663,11908,7618,4767
"499",NA,NA,NA,NA,NA,NA,9052,NA,23752,5353,3730,10199,7449,34570,NA,NA,NA,NA,3181,NA,NA,6595,3540,NA,31570,4163,27453,15920
"500",NA,NA,NA,NA,NA,NA,5542,NA,11127,3948,6557,2416,4391,20140,NA,NA,NA,NA,4311,NA,NA,6860,19763,NA,9936,6696,2740,7823
"501",NA,NA,NA,NA,NA,NA,14589,NA,3234,5159,4551,18196,18823,2574,NA,NA,NA,NA,8087,NA,NA,2885,3725,NA,12745,26573,78534,11530
"502",NA,NA,NA,NA,NA,NA,26957,NA,4782,4735,2664,13192,8743,17400,NA,NA,NA,NA,7432,NA,NA,9660,8265,NA,26810,13911,1e+05,9757
"503",NA,NA,NA,NA,NA,NA,2738,NA,2929,2638,16695,27805,10529,19250,NA,NA,NA,NA,10901,NA,NA,1e+05,4365,NA,2582,14899,5517,3108
"504",NA,NA,NA,NA,NA,NA,4681,NA,2767,3317,5881,2848,6198,13234,NA,NA,NA,NA,2429,NA,NA,3188,7345,NA,16886,3812,4485,15550
"505",NA,NA,NA,NA,NA,NA,4270,NA,4341,91135,4287,6553,3011,10701,NA,NA,NA,NA,2654,NA,NA,3452,9993,NA,54692,22980,1e+05,14686
"506",NA,NA,NA,NA,NA,NA,7854,NA,6410,7045,3784,3018,18072,3664,NA,NA,NA,NA,10759,NA,NA,10692,12639,NA,2743,8607,22876,12948
"507",NA,NA,NA,NA,NA,NA,5970,NA,9862,7536,7892,2678,10661,12327,NA,NA,NA,NA,5656,NA,NA,23723,2422,NA,18406,12097,22733,3167
"508",NA,NA,NA,NA,NA,NA,2876,NA,14619,11236,14964,11994,14591,4451,NA,NA,NA,NA,12272,NA,NA,13321,5348,NA,18084,3588,2910,2621
"509",NA,NA,NA,NA,NA,NA,2794,NA,6038,6855,5674,6999,16572,6511,NA,NA,NA,NA,10865,NA,NA,13876,26969,NA,8544,5636,51263,17769
"510",NA,NA,NA,NA,NA,NA,2860,NA,6973,25942,4124,3183,9128,46471,NA,NA,NA,NA,11502,NA,NA,6972,5360,NA,12562,3288,2979,2608
"511",NA,NA,NA,NA,NA,NA,9609,NA,6439,25631,12121,9493,2614,4151,NA,NA,NA,NA,9726,NA,NA,10206,6477,NA,5323,22246,7076,8858
"512",NA,NA,NA,NA,NA,NA,9851,NA,11886,10821,4420,8790,14359,16821,NA,NA,NA,NA,4889,NA,NA,10809,80857,NA,53772,5647,5125,6268
"513",NA,NA,NA,NA,NA,NA,14630,NA,7363,25690,11408,5571,13359,22010,NA,NA,NA,NA,12748,NA,NA,3702,2984,NA,6244,4596,5733,2582
"514",NA,NA,NA,NA,NA,NA,NA,NA,3223,9340,16067,93837,4286,2428,NA,NA,NA,NA,4739,NA,NA,17331,4578,NA,4583,4401,15165,11790
"515",NA,NA,NA,NA,NA,NA,NA,NA,4223,23960,6009,4307,12376,23223,NA,NA,NA,NA,11605,NA,NA,1e+05,17504,NA,3576,10929,65101,7857
"516",NA,NA,NA,NA,NA,NA,NA,NA,4082,5634,18362,14424,3516,4093,NA,NA,NA,NA,12973,NA,NA,30955,5146,NA,8600,9401,2278,8870
"517",NA,NA,NA,NA,NA,NA,NA,NA,42011,4530,6144,7807,8018,5147,NA,NA,NA,NA,8567,NA,NA,9936,11529,NA,4040,15493,6421,25923
"518",NA,NA,NA,NA,NA,NA,NA,NA,4438,9615,15777,15508,17993,3617,NA,NA,NA,NA,7437,NA,NA,5793,5124,NA,11905,3911,14841,5125
"519",NA,NA,NA,NA,NA,NA,NA,NA,27505,12950,12075,3319,36083,2938,NA,NA,NA,NA,1e+05,NA,NA,3845,11911,NA,6632,6052,4672,16568
"520",NA,NA,NA,NA,NA,NA,NA,NA,11634,12915,13405,4984,3779,6330,NA,NA,NA,NA,4634,NA,NA,8995,3256,NA,25793,25296,8308,4828
"521",NA,NA,NA,NA,NA,NA,NA,NA,7016,5728,10834,23830,6394,6094,NA,NA,NA,NA,7475,NA,NA,12704,27000,NA,31655,6188,8509,27110
"522",NA,NA,NA,NA,NA,NA,NA,NA,6646,18875,2986,3282,6040,4148,NA,NA,NA,NA,2607,NA,NA,6125,15637,NA,3659,9605,6595,10083
"523",NA,NA,NA,NA,NA,NA,NA,NA,2924,2431,6453,18119,24057,4381,NA,NA,NA,NA,4709,NA,NA,9364,4938,NA,10097,5051,6693,5118
"524",NA,NA,NA,NA,NA,NA,NA,NA,3305,23579,5117,2438,21019,18931,NA,NA,NA,NA,10560,NA,NA,2573,36178,NA,4671,14363,9799,3752
"525",NA,NA,NA,NA,NA,NA,NA,NA,7531,19076,18173,15258,29011,2441,NA,NA,NA,NA,10095,NA,NA,6458,4798,NA,12817,21051,35258,3032
"526",NA,NA,NA,NA,NA,NA,NA,NA,2476,6067,6566,8302,11238,21261,NA,NA,NA,NA,8924,NA,NA,28758,13164,NA,9638,8011,11692,30274
"527",NA,NA,NA,NA,NA,NA,NA,NA,25584,5854,2453,3240,4606,4485,NA,NA,NA,NA,5681,NA,NA,9100,6244,NA,27483,21416,4662,30696
"528",NA,NA,NA,NA,NA,NA,NA,NA,4079,21135,9701,11375,11303,8778,NA,NA,NA,NA,17759,NA,NA,3522,16845,NA,20439,3874,7284,12458
"529",NA,NA,NA,NA,NA,NA,NA,NA,12505,14121,13332,13048,6198,6498,NA,NA,NA,NA,16891,NA,NA,4088,5676,NA,13817,5056,80206,4388
"530",NA,NA,NA,NA,NA,NA,NA,NA,9153,2425,3729,4822,9850,8257,NA,NA,NA,NA,9235,NA,NA,5250,4201,NA,86207,17674,12002,19979
"531",NA,NA,NA,NA,NA,NA,NA,NA,7465,17440,2900,4872,4485,3083,NA,NA,NA,NA,5577,NA,NA,15525,4923,NA,4311,11266,2643,2871
"532",NA,NA,NA,NA,NA,NA,NA,NA,4312,27081,5312,5632,15369,25161,NA,NA,NA,NA,16091,NA,NA,6484,29663,NA,18434,3177,3927,16767
"533",NA,NA,NA,NA,NA,NA,NA,NA,17590,3612,38026,6039,NA,3663,NA,NA,NA,NA,6743,NA,NA,11379,10874,NA,10591,12402,5056,5862
"534",NA,NA,NA,NA,NA,NA,NA,NA,8268,13875,6201,35200,NA,5463,NA,NA,NA,NA,7778,NA,NA,11709,30537,NA,4335,7070,16709,16817
"535",NA,NA,NA,NA,NA,NA,NA,NA,21475,9015,47747,27510,NA,3252,NA,NA,NA,NA,2694,NA,NA,7195,8323,NA,7680,12915,13453,3017
"536",NA,NA,NA,NA,NA,NA,NA,NA,9645,14522,3563,3064,NA,8368,NA,NA,NA,NA,2415,NA,NA,3885,7617,NA,7117,7172,8096,19372
"537",NA,NA,NA,NA,NA,NA,NA,NA,4636,11242,12150,3200,NA,7748,NA,NA,NA,NA,29221,NA,NA,NA,1e+05,NA,2858,17025,3319,11978
"538",NA,NA,NA,NA,NA,NA,NA,NA,5290,29951,6092,24972,NA,5288,NA,NA,NA,NA,NA,NA,NA,NA,3806,NA,2783,31160,9566,14406
"539",NA,NA,NA,NA,NA,NA,NA,NA,3922,4094,5128,34530,NA,2639,NA,NA,NA,NA,NA,NA,NA,NA,90210,NA,22477,3482,4830,10251
"540",NA,NA,NA,NA,NA,NA,NA,NA,10946,4243,11259,5681,NA,3745,NA,NA,NA,NA,NA,NA,NA,NA,10950,NA,17180,7898,9628,2520
"541",NA,NA,NA,NA,NA,NA,NA,NA,4540,10499,5145,5685,NA,8453,NA,NA,NA,NA,NA,NA,NA,NA,10771,NA,17752,14147,5614,30692
"542",NA,NA,NA,NA,NA,NA,NA,NA,21847,3639,2742,7917,NA,3787,NA,NA,NA,NA,NA,NA,NA,NA,6243,NA,18912,4091,12430,6926
"543",NA,NA,NA,NA,NA,NA,NA,NA,7153,6074,5225,1e+05,NA,15414,NA,NA,NA,NA,NA,NA,NA,NA,24691,NA,12923,2812,4367,5909
"544",NA,NA,NA,NA,NA,NA,NA,NA,3458,6950,12426,14041,NA,9979,NA,NA,NA,NA,NA,NA,NA,NA,17607,NA,22971,5129,5753,33775
"545",NA,NA,NA,NA,NA,NA,NA,NA,5621,4348,16881,14987,NA,6295,NA,NA,NA,NA,NA,NA,NA,NA,9964,NA,10748,14946,10166,37242
"546",NA,NA,NA,NA,NA,NA,NA,NA,10056,15859,33181,27886,NA,16237,NA,NA,NA,NA,NA,NA,NA,NA,6071,NA,5100,88099,5370,5426
"547",NA,NA,NA,NA,NA,NA,NA,NA,22480,2943,15349,3538,NA,20898,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,2745,12470,8415,6494
"548",NA,NA,NA,NA,NA,NA,NA,NA,11569,NA,13571,3620,NA,16122,NA,NA,NA,NA,NA,NA,NA,NA,9490,NA,4547,10355,3595,2576
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10354,89604,NA,3450,NA,NA,NA,NA,NA,NA,NA,NA,3672,NA,36653,22561,6686,7012
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18729,17414,NA,17689,NA,NA,NA,NA,NA,NA,NA,NA,29185,NA,3171,3901,9476,41335
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8956,4921,NA,9660,NA,NA,NA,NA,NA,NA,NA,NA,24026,NA,5552,12345,12249,7641
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7356,4077,NA,5855,NA,NA,NA,NA,NA,NA,NA,NA,5940,NA,19455,14422,3176,3974
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9480,9541,NA,17198,NA,NA,NA,NA,NA,NA,NA,NA,5308,NA,80751,5736,2069,5323
"554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6793,31225,NA,3883,NA,NA,NA,NA,NA,NA,NA,NA,5668,NA,8078,8955,2436,19228
"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8926,11577,NA,66023,NA,NA,NA,NA,NA,NA,NA,NA,3557,NA,16784,6048,7594,3298
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18550,4209,NA,4947,NA,NA,NA,NA,NA,NA,NA,NA,24222,NA,11940,7383,17767,3395
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7039,9711,NA,5290,NA,NA,NA,NA,NA,NA,NA,NA,6404,NA,6664,4884,14899,19681
"558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29161,3433,NA,18584,NA,NA,NA,NA,NA,NA,NA,NA,28868,NA,7491,68631,7154,12478
"559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16497,6622,NA,18269,NA,NA,NA,NA,NA,NA,NA,NA,2544,NA,16960,14173,3304,11922
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10390,3130,NA,11088,NA,NA,NA,NA,NA,NA,NA,NA,9720,NA,8054,3650,2845,17780
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7090,5197,NA,16392,NA,NA,NA,NA,NA,NA,NA,NA,3841,NA,12592,12052,1987,18012
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6092,11680,NA,32531,NA,NA,NA,NA,NA,NA,NA,NA,11331,NA,3369,3441,33181,66139
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519,9261,NA,10506,NA,NA,NA,NA,NA,NA,NA,NA,5977,NA,11924,5762,7239,9089
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22757,4706,NA,23971,NA,NA,NA,NA,NA,NA,NA,NA,15146,NA,NA,20292,2494,7992
"565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5630,25035,NA,2933,NA,NA,NA,NA,NA,NA,NA,NA,10883,NA,NA,4559,12057,7070
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2492,17848,NA,4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7754,8690,18789
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155,4205,NA,15735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13618,38180,15966
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16125,17079,NA,13753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3317,6307,6219
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11926,11327,NA,8970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5605,30674,7067
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23887,29737,NA,12555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50682,15899,4258
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779,17439,NA,4021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7085,2510,5835
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3202,12324,NA,3570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6672,1e+05,19230
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4264,2794,NA,21942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11342,11529,6566
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28302,9563,NA,2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26358,6696,15045
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11845,18013,NA,13328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22364,16389,12330
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7567,3122,NA,46440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592,2410,9452
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26990,22742,NA,4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29178,2160,2438
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445,37493,NA,11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,18798,2817
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7145,3124,NA,8077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7217,3323,7847
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64367,14592,NA,25934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9932,4885,14033
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10968,10761,NA,7818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3777,2142,20080
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15923,25805,NA,2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20568,11774,20671
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13032,7135,NA,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7632,2433,18647
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34042,4051,NA,8276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10130,24068,4868
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372,14769,NA,10688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5868,7057,25674
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5797,NA,3911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3863,5920,9882
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2795,NA,28211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12365,4027,2856
"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6128,NA,12891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12093,4309,10526
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5052,NA,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17635,22745,23748
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7023,NA,18336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3439,3782,4625
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2889,NA,43916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036,8708,3993
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16848,NA,8234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29745,4615,6589
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2619,NA,3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31122,27242,24687
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35867,NA,7307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13012,3305,9846
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56724,NA,25777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599,4360,27885
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15484,NA,15626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13661,7201,12193
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5213,NA,13212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5056,2218,9166
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12688,NA,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16233,3661,7762
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10523,NA,6052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7538,14408,18181
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8481,NA,5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7220,17690,2443
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6951,NA,19636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4482,3072,25919
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5113,NA,6638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11049,7347,15130
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3101,NA,5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46800,5936,24646
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8346,NA,8478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7698,6314,2978
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14888,NA,14715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7433,9143,2754
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10334,NA,18077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5261,4095,19154
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16557,NA,4588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3988,8881,4418
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5063,NA,41928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6629,14952,3607
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38005,NA,4427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3805,10627,6525
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2665,NA,7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7450,2919,5077
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9568,NA,2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3747,6590,7463
"612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42782,NA,10465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17786,2325,4374
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20862,NA,10035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601,12206,46375
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6146,NA,10407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26464,15612,9372
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080,NA,26502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42824,2548,9282
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16455,NA,12881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19148,NA,10013
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14346,NA,9852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6584,NA,4945
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6879,NA,10389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11547,NA,5937
"619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13439,NA,9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24084,NA,10491
